Company Name,Round/Series,Amount,Location,About Company,Amount($),Sector,Year of Funding
FarmersFZ,Seed,,Kochi,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,1000000.0,Agrictech,2018
Worxogo,Series A,24090000.0,Bangalore,worxogo’s is a pioneering persuasive technology products align employee behaviours .,1000000.0,IT,2018
Vivish Technologies (myGate),Series A,94900000.0,Bengaluru,India's leading mobile based security management solution .,1000000.0,Information technology,2018
Singularity Dynamics,Seed,,Bengaluru,Singularity Dynamics is a Chip-design testing startup.,1000000.0,AI,2018
Virtual MetalStreet(MetalStreet),Angel,700000,Bengaluru,Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,700000.0,B2B,2018
Veritas Finance,Venture - Series Unknown,30000000,Guindy,Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,30000000.0,Financial service,2018
Manjushree Technopack,Private Equity,,Bangalore,Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,1000000.0,Manufacturing,2018
GoZefo,Venture - Series Unknown,30659999.999999996,Bangalore,Startup working on a white space in the eCommerce industry.,1000000.0,E-commerce,2018
Zomato,Secondary Market,210000000,Gurgaon,Zomato is a search app offering detailed information for restaurants as well as online food delivery.,210000000.0,Hospitality,2018
Innov8 Coworking,Seed,4000000,New Delhi,Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,4000000.0,Real Estate,2018
RevFin,Seed,,Delhi,RevFin is a digital lending company.,1000000.0,Fintech,2018
Lavelle Networks,Venture - Series Unknown,2920000.0,Bengaluru,Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,1000000.0,Technology,2018
Blackbuck,Series D,296321600.0,Bengaluru,Blackbuck is a logistics startup based in India.,1000000.0,Logistics,2018
Cardekho,Series C,75000000,Gurgaon,Cardekho is a car search venture that helps users buy cars that are right for them.,75000000.0,E-commerce,2018
ElasticRun,Series B,87600000.0,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,1000000.0,Transport,2018
Droom Technology Private Limited,Series E,30000000,Gurgaon,Droom is a marketplace for automobiles and automobile services.,30000000.0,E-commerce,2018
Vogo Rentals,Debt Financing,11680000.0,Kormangala,Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,1000000.0,Transport,2018
InnerChef,Venture - Series Unknown,1760000,Gurgaon,InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,1760000.0,Food and beverage,2018
LivQuik,Corporate Round,2700000,Mumbai,LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,2700000.0,E-commerce,2018
Disprz,Debt Financing,400000,Chennai,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",400000.0,Education,2018
9stacks,Series A,40880000.0,Delhi,Online gaming startup.,1000000.0,Esport,2018
Origo,Venture - Series Unknown,116800000.0,Gurgaon,"Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",1000000.0,,2018
YourOwnROOM,Seed,750000,Bangalore,"Good quality, strategically located homes closer to work for millennials",750000.0,Real Estate,2018
Vahdam Teas,Series B,2500000,New Delhi,Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,2500000.0,Food and Beverage,2018
Spoofin,Venture - Series Unknown,,New Delhi,A social networking app that lets you create and view Spoofs of your favourite videos.,1000000.0,Entertainment,2018
Strom Motors,Angel,,Mumbai,Strom Motors is a smart urban mobility Company.,1000000.0,Automative,2018
PharmEasy,Series C,80000000,Mumbai,PharmEasy - Indias largest healthcare delivery platform,80000000.0,Pharmaceutical,2018
Licious,Series C,25000000,Bengaluru,"Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",25000000.0,Food and Beverage,2018
Stanza Living,Venture - Series Unknown,106580000.0,New Delhi,Stanza Living is a co-living platform created for students moving to a new place.,1000000.0,Accommodation,2018
docturnal,Seed,,Hyderabad,"Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",1000000.0,Biotech,2018
Bounce (Metro Bikes),Debt Financing,3000000,Bangalore,"Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",3000000.0,Transport,2018
Technology 9 Labs (T9L),Corporate Round,,New Delhi,Technology 9 Labs is an Information Technology and Services company.,1000000.0,IT,2018
Goals101,Seed,3500000,Delhi,Goals101 is a one of the fastest growing big-data platforms.,3500000.0,Financial service,2018
Satya MicroCapital,Venture - Series Unknown,58400000.0,New Delhi,New Delhi-based non-banking financial company.,1000000.0,Fintech,2018
Ummeed Housing Finance Private Limited,Series C,87600000.0,Haryana,Ummeed Housing Finance Private Limited,1000000.0,Fintech,2018
StockEdge,Seed,1100000,Kolkata,"StockEdge is a unique platform, which is 100% focused on research and analytics",1100000.0,Software,2018
Sequretek,Venture - Series Unknown,3700000,Mumbai,Sequretek is a cyber security start-up.,3700000.0,,2018
Avenues Payments India Pvt. Ltd.,Corporate Round,1300000,Mumbai,Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,1300000.0,,2018
Qbera,Venture - Series Unknown,20440000.0,Bangalore,Qbera is a managed marketplace for unsecured personal loans.,1000000.0,Fintech,2018
Urban Ladder,Debt Financing,5600000,Bangalore,Urban Ladder is a Bangalore-based online furniture company.,5600000.0,E-commerce,2018
Planet11 eCommerce Solutions India (Avenue11),Corporate Round,37960000.0,Bengaluru,"Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",1000000.0,,2018
DailyNinja,Series A,,Bengaluru,"Daily Ninja, a mobile app that delivers daily needs on a subscription model",1000000.0,Software,2018
Iba Halal Care,Series A,21900000.0,Ahmedabad,Iba Halal Care is a cosmetics brand company.,1000000.0,,2018
Knocksense,Seed,,Lucknow,Knocksense is a fast growing lifestyle website.,1000000.0,Media,2018
Togedr,Venture - Series Unknown,,Gurgaon,Togedr is an activity discovery & booking platform.,1000000.0,,2018
Parkwheels,Seed,1752000.0,Haryana,"Parkwheels aims at solving the big, bad & unsexy parking problems of India.",1000000.0,Automation,2018
ShareChat,Series C,99230000,Bangalore,ShareChat is a social networking and regional content platform for the fast growing Internet users in India.,99230000.0,Media,2018
Cyclops Medtech,Seed,1000000,Bangalore,Medtech startup working on clinical and wearable diagnostic and rehab products for neuro vestibular disorders using eye tracking technology.,1000000.0,Healthtech,2018
Livspace,Series C,70000000,Bangalore,"Livspace is the new online shopping destination where you can design, decorate and furnish your dream home.",70000000.0,E-commerce,2018
NewsBytes,Seed,1000000,Gurgaon,NewsBytes provides your everyday news in a contextual timeline to reduce information overload.,1000000.0,Media,2018
Leena AI,Seed,2000000,Gurgaon,Leena is smart AI powered HR companion dedicated towards engaging employees.,2000000.0,Human Resources,2018
Max Healthcare,Corporate Round,,New Delhi,Max Healthcare is one of the leading chain of hospitals in India.,1000000.0,Logistics,2018
GoBolt,Venture - Series Unknown,58400000.0,New Delhi,Delhi-based logistics technology.,1000000.0,Logisticstech,2018
GoGaga,Non-equity Assistance,40000,Bangalore City,GoGaga is a new age dating app that has removed the mindless swiping on strangers and connects users through their network and find matches.,40000.0,Lifestyle,2018
Mate Labs,Seed,550000,Bangalore,Mate Labs is a machine learning solutions platform for beginners.,550000.0,AI,2018
Furlenco,Series C,,Bangalore,Furlenco is a Bangalore-based company that offers a home furniture subscription program.,1000000.0,Real Estate,2018
Ola,Venture - Series Unknown,50000000,Kormangala,Ola is a mobile app that brings together cab drivers and customers using technology to make transportation hassle-free in India.,50000000.0,Transport,2018
DocPrime,Funding Round,50000000,Haryana,DocPrime offers a one-stop healthcare solution right at the comfort of patients' homes.,50000000.0,Healthtech,2018
CLP India Pvt. Ltd.,Private Equity,365000000,Mumbai,CLP India Pvt. Ltd. is a foreign investor in the Indian power sector.,365000000.0,Energy,2018
Xplorabox,Seed,,Noida,Xplorabox is as an educational activity box subscription startup aiming to revolutionize the early education industry.,1000000.0,Edtech,2018
Myra,Venture - Series Unknown,1277500.0,Bangalore,Myra is a unique solution of technology and operations that makes buying medicines fast and efficient.,1000000.0,Healthtech,2018
Vokal,Series A,1500000,Bengaluru,India's Largest Peer-to-Peer Knowledge Sharing Platform in Indian Languages.,1500000.0,Software,2018
Kissht,Series C,30000000,Mumbai,"Kissht is a financial technology platform that enables instant, seamless credit for consumers to make purchases at digital points of sales",30000000.0,Fintech,2018
Upwards Fintech,Series A,5000000,Mumbai,Upwards Fintech financial company.,5000000.0,Fintech,2018
Bon(Bonfleet Solutions),Seed,11388000.0,Pune,"Bon, a Pune-based FinTech firm was created to bring financial services to the gig-economy workforce.",1000000.0,FinTech,2018
Mamaearth,Series A,4000000,Gurgaon,Mamaearth is an online retailer specializing in baby and toddler products.,4000000.0,E-commerce,2018
BabyChakra,Series B,,Mumbai,BabyChakra is India's largest & most loved platform to discover the right maternity and childcare.,1000000.0,Software,2018
Belstar Investment and Finance Private Limited,Venture - Series Unknown,28000000,Chennai,Belstar Investment and Finance Private Limited is a provider of scalable microfinance services to entrepreneurs.,28000000.0,Fintech,2018
Naaptol,Venture - Series Unknown,15000000,Mumbai,"Koku Gamer is an online platform that offers gaming related news, editorials, reviews, previews, and other content.",15000000.0,E-commerce,2018
Moonshine Meadery,Seed,,Pune,Moonshine Meadery is a first craft meadery.,1000000.0,Food and Beverage,2018
Verzeo,Series A,5000000,Bangalore,Verzeo is anAI-focussed edtech startup.,5000000.0,E-Learning,2018
Haazri,Seed,1825000.0,Mumbai,Haazri is a tea and snack quick service restaurant startup,1000000.0,Food and Beverage,2018
Connect India,Angel,,New Delhi,"To create pervasive network where connections are simpler, more powerful, more affordable, more global and more available to all.",1000000.0,Logistics,2018
Flyrobe,Series B,38544000.0,Mumbai,Flyrobe is an on-demand apparel rental platform that provides premium designer wear.,1000000.0,Fashion,2018
Scholify,Pre-Seed,,Bengaluru,Edutech,1000000.0,,2018
Dream11,Series D,100000000,Mumbai,"Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket, Football, Kabaddi and NBA.",100000000.0,Esports,2018
srJna,Seed,,Jaipur,"SRJNA is a brand of Elation Edtech Pvt. Ltd., which helps schools to integrate hands on, affordable and turnkey STEM.",1000000.0,Education,2018
Nykaa,Secondary Market,164980000.0,Mumbai,Nykaa.com is a premier online beauty and wellness destination,1000000.0,Lifestyle,2018
Chaayos,Series B,118260000.0,New Delhi,Chaayos was born in November 2012 out of this premise - a contemporary interpretation of the chai adda.,1000000.0,Food and Beverage,2018
Heelium,Seed,,Pune,Heelium is an athletic footwear and wearable startup with primary focus on sports safety and sustainability.,1000000.0,Manufacturing,2018
LT Foods,Post-IPO Equity,204400000.0,New Delhi,LT Foods believe that nature will continue to nurture us until we as a species continue to breathe and live.,1000000.0,Food and Beverage,2018
Multibashi,Seed,1460000.0,Bengaluru,Free language learning platform.,1000000.0,E-learning,2018
Cleardekho,Venture - Series Unknown,,Ghaziabad,Uttar Pradesh based online eyewear marketplace.,1000000.0,IT,2018
Dailyhunt,Series E,6000000,Bangalore,NewsHunt is a Bangalore based eBooks company.,6000000.0,Ebook,2018
SlicePay,Series A,14900000,Bengaluru,SlicePay is an AI based instant credit app for youngsters in India.,14900000.0,Fintech,2018
Udaan,Series C,225000000,Bangalore,"Udaan is a B2B trade platform, designed specifically for small and medium businesses in India.",225000000.0,B2B,2018
Happyeasygo Group,Series A,,Haryana,HappyEasyGo is an online travel domain.,1000000.0,Transport,2018
Mombay,Seed,7500,Mumbai,Mombay is a unique opportunity for housewives to start household food business and avail everyone with their homemade healthy dishes.,7500.0,Food and Beverage,2018
Droni Tech,Seed,5110000.0,Mumbai,Droni Tech manufacture UAVs and develop software to service a range of industry requirements.,1000000.0,IT,2018
Netmeds,Series C,35000000,Chennai,Welcome to India's most convenient pharmacy!,35000000.0,Pharmaceutical,2018
